YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2016","9562WBSLTX65IND","110002409563","BASALITE","605 INDUSTRIAL WAY","DIXON","SOLANO","CA","95620","","","38.45891","-121.81448","NO","327","Nonmetallic Mineral Product","","","","","","","327331","","","","","","1316215430962","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds",".0293",".0425","0","0","0","0","0","0","0","0","0","0","0","0",".0718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".0718","0","0",".0718","0","0","0","0","0","0","0","0",".0718","","PRODUCTION","1.05","PACIFIC COAST BUILDING PRODUCTS","129072125"
"2016","92227HLLYS395WE","110000479090","SPRECKELS SUGAR CO INC","395 W KEYSTONE RD","BRAWLEY","IMPERIAL","CA","92227","","","32.9098","-115.5668","NO","311","Food","","","","","","","311313","","","","","","1316215673017","AMMONIA","007664417","152389","NO","TRI","NO","0","NO","R","Pounds","51000","47000","0","0","0","0","0","0","0","930","0","0","3700","0","102630","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102630","0","0","102630","0","0","0","0","0","0","0","0","102630","","PRODUCTION","1.12","SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE","062859814"
"2016","92801KNSBR1314N","110000621300","KINSBURSKY BROTHERS SUPPLY INC","1314 N ANAHEIM BLVD","ANAHEIM","ORANGE","CA","92801","","","33.85306","-117.9198","NO","562","Hazardous Waste","","","","","","","562211","","","","","","1316215139953","ANTIMONY","007440360","149963","YES","TRI","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","500","0","319750","5","0","0","319755","0","0","0","0","0","0","0","0","0","0","500","0","0","0","40","0","0","0","0","319514","0","0","319554","","PRODUCTION",".96","NA",""
"2016","92083WTKNS1280P","110000478732","WATKINS MANUFACTURING","1280 PARK CENTER DR","VISTA","SAN DIEGO","CA","92081","","","33.14258","-117.23626","NO","326","Plastics and Rubber","","","","","","","326191","","","","","","1316215225083","DIISOCYANATES","N120","649715","YES","TRI","NO","0","NO","R","Pounds","0","77.06","0","0","0","0","0","0","0","0","0","0","0","0","77.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","665","0","0","0","665","77.06","0","0","77.06","0","0","0","0","0","0","0","665","742.06","","PRODUCTION","1.07","MASCO CORP","095320924"
"2016","93308BTZLB3050P","110000481639","GE WATER & PROCESS TECHNOLOGIES - BAKERSFIELD","3050 PEGASUS RD","BAKERSFIELD","KERN","CA","93308","","","35.43325","-119.06504","NO","325","Chemicals","","","","","","","325998","","","","","","1316215296967","SODIUM NITRITE","007632000","152058","NO","TRI","NO","2","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","6","0","1","0","0","0","0","0","0","7","","PRODUCTION",".91","GENERAL ELECTRIC CO (GE CO)","001367960"
"2016","93446HNSNG2484R","110025333565","HANSON AGGREGATES MID-PACIFIC INC","2484 RAMADA DR","PASO ROBLES","SAN LUIS OBISPO","CA","93446","","","35.58376","-120.69601","NO","327","Nonmetallic Mineral Product","","","","","","","327320","","","","","","1316215396767","MERCURY COMPOUNDS","N458","650028","YES","PBT","YES","1","NO","R","Pounds",".003",".002","0","0","0","0","0","0","0","0","0","0","0","0",".005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".005","0","0",".005","0","0","0","0","0","0","0","0",".005","","PRODUCTION",".91","LEHIGH HANSON INC","967342197"
"2016","92155NVLMP3420G","110018999994","U.S.NAVAL AMPHIBIOUS BASE","3420 GUADALCANAL RD","SAN DIEGO","SAN DIEGO","CA","921555000","","","32.67462","-117.161979","YES","999","Other","","","","","","","928110","","","","","","1316215619329","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","774.3","0","0","0","0","0","774.3","0","0","0","0","5328","5328","0","0","0","0","0","0","0","0","0","0","774.3","0","0","0","774.3","0","0","0","0","5328","0","0","6102.3","","ACTIVITY","1.68","US DEPARTMENT OF DEFENSE","NA"
"2016","94802CHVRN576ST","110000483842","CHEVRON RICHMOND TECHNOLOGY CENTER","100 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.93047","-122.38944","NO","999","Other","","","","","","","541712","","","","","","1316215700396","HYDROGEN SULFIDE","007783064","154518","YES","TRI","NO","0","NO","R","Pounds","22.818","0","0","0","0","0","0","0","0","0","0","0","0","0","22.818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.818","0","0","13.818","0","0","0","0","0","0","0","0","13.818","9","ACTIVITY",".2","CHEVRON CORP","001382555"
"2016","91730CLFRN9133C","110002647743","METAL COATERS","9123 CENTER AVE","RANCHO CUCAMONGA","SAN BERNARDINO","CA","91730","","","34.088079","-117.58027","NO","332","Fabricated Metals","","","","","","","332812","","","","","","1316215598119","ETHYLBENZENE","000100414","19406","YES","TRI","NO","0","NO","R","Pounds","0","382","0","0","0","0","0","0","0","0","0","0","0","0","382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","207","0","207","0","0","0","0","0","0","357","0","357","0","0","0","0","0","0","0","589","0","0","382","0","207","0","357","0","0","18295","0","19241","","PRODUCTION","1.08","NCI GROUP INC","861174324"
"2016","91730SCHLS11711","110000495562","SCHLOSSER FORGE CO","11711 ARROW RT","RANCHO CUCAMONGA","SAN BERNARDINO","CA","91730","","","34.09908","-117.54933","NO","332","Fabricated Metals","","","","","","","332111","","","","","","1316215297639","COBALT","007440484","150078","YES","TRI","YES","1","YES","R","Pounds","0","6","4","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2396","0","0","0","0","0","2396","0","24056","1","0","0","24057","0","0","0","0","0","0","0","0","0","0","2406","0","0","10","2396","0","0","0","0","24057","0","0","26463","","PRODUCTION",".93","ARCONIC INC","001339472"
